power_watts,timestamp
387.3,1717429348.6344357
388.67,1717429349.6320467
388.85,1717429350.625769
388.49,1717429351.6288981
389.76,1717429352.6207469
395.63,1717429353.627987
391.1,1717429354.6366615
388.03,1717429355.631456
389.76,1717429356.642015
384.67,1717429357.6367795
388.59,1717429358.6383128
387.9,1717429359.6383553
389.81,1717429360.6439078
391.22,1717429361.647941
387.71,1717429362.6326768
390.04,1717429363.640651
390.08,1717429364.666951
390.32,1717429365.6469588
389.97,1717429366.647055
389.75,1717429367.6348035
389.97,1717429368.6491086
384.39,1717429369.6346064
385.77,1717429370.662275
387.13,1717429371.656458
392.49,1717429372.6453028
390.42,1717429373.6671596
389.48,1717429374.65893
388.56,1717429375.650657
389.09,1717429376.6497123
392.76,1717429377.6562903
390.24,1717429378.6471834
389.93,1717429379.6686788
389.56,1717429380.6506379
389.22,1717429381.6604986
383.26,1717429382.6745465
390.61,1717429383.6589432
394.51,1717429384.661266
390.61,1717429385.6606882
391.69,1717429386.6570828
388.08,1717429387.6683335
388.96,1717429388.6637075
389.32,1717429389.6768496
389.65,1717429390.6727502
391.92,1717429391.6747656
393.7,1717429392.6616051
390.3,1717429393.6768477
387.0,1717429394.6768222
387.96,1717429395.6768026
389.08,1717429396.6868849
389.51,1717429397.6869311
386.59,1717429398.6828384
386.66,1717429399.6784482
392.07,1717429400.6769485
388.81,1717429401.6871326
394.46,1717429402.6793194
388.02,1717429403.6922796
385.13,1717429404.6875439
390.34,1717429405.6862721
391.34,1717429406.6789289
389.01,1717429407.6863582
390.71,1717429408.6996477
391.46,1717429409.6877265
382.93,1717429410.678677
377.21,1717429411.6780906
373.67,1717429412.6798246
357.57,1717429413.6807406
350.56,1717429414.6828399
334.87,1717429415.681058
320.0,1717429416.6842275
293.25,1717429417.6785147
218.13,1717429418.6788797
200.9,1717429419.6797998
197.6,1717429420.6807394
153.91,1717429421.681728
167.75,1717429422.6827745
295.71,1717429423.6829438
371.63,1717429424.712886
392.42,1717429425.7680178
397.04,1717429426.771615
398.05,1717429427.7585046
399.72,1717429428.7297907
400.54,1717429429.7380028
400.23,1717429430.7394955
398.9,1717429431.778691
399.98,1717429432.7366862
400.75,1717429433.7000763
396.15,1717429434.7009847
397.29,1717429435.7058582
399.42,1717429436.7680724
398.85,1717429437.7511184
392.11,1717429438.7166746
383.94,1717429439.7311032
375.18,1717429440.7343729
386.73,1717429441.7158847
387.94,1717429442.7161334
396.72,1717429443.7093832
389.42,1717429444.722845
391.24,1717429445.7218037
382.42,1717429446.7303214
371.08,1717429447.7283752
384.85,1717429448.732366
388.59,1717429449.7273831
388.31,1717429450.7294495
389.93,1717429451.7282832
388.94,1717429452.7317426
387.34,1717429453.7290475
391.83,1717429454.7392194
391.52,1717429455.7393463
382.1,1717429456.7196672
393.37,1717429457.741048
390.46,1717429458.7285647
390.24,1717429459.7290626
388.21,1717429460.7895076
379.47,1717429461.7516458
380.78,1717429462.7514498
382.17,1717429463.7313173
389.37,1717429464.7512448
388.06,1717429465.7470925
389.06,1717429466.7467673
386.71,1717429467.7473388
391.43,1717429468.757005
387.56,1717429469.7501948
390.03,1717429470.7442517
390.11,1717429471.7598257
384.76,1717429472.7430034
384.95,1717429473.7560637
379.65,1717429474.766698
378.91,1717429475.760963
379.85,1717429476.7548766
389.57,1717429477.7474842
390.11,1717429478.7591617
384.68,1717429479.7628064
388.49,1717429480.7610357
389.9,1717429481.7584996
391.1,1717429482.7624016
388.68,1717429483.7510636
388.59,1717429484.7627537
383.73,1717429485.7775905
390.79,1717429486.7763855
388.14,1717429487.7716665
389.66,1717429488.7702458
387.29,1717429489.7732432
391.07,1717429490.7636635
394.36,1717429491.7609167
392.74,1717429492.7558064
370.04,1717429493.761427
272.86,1717429494.7567816
211.21,1717429495.7573664
146.93,1717429496.7586432
165.37,1717429497.760427
283.87,1717429498.7605965
378.36,1717429499.8267365
394.04,1717429500.81665
396.61,1717429501.7974072
397.11,1717429502.8056915
399.93,1717429503.7970881
398.08,1717429504.7866602
398.45,1717429505.8688579
398.98,1717429506.8671124
397.64,1717429507.8571296
398.22,1717429508.8130085
399.68,1717429509.843173
395.96,1717429510.7867672
390.92,1717429511.7980993
379.27,1717429512.796521
381.6,1717429513.7904665
374.13,1717429514.800107
381.72,1717429515.8001897
381.84,1717429516.7992578
379.78,1717429517.803068
383.65,1717429518.804425
380.21,1717429519.8038082
371.45,1717429520.8082926
381.93,1717429521.80937
384.15,1717429522.8060124
386.82,1717429523.7984304
387.64,1717429524.801626
384.76,1717429525.8047059
387.79,1717429526.8101463
387.66,1717429527.8134623
395.21,1717429528.7982676
384.28,1717429529.810222
384.68,1717429530.8092177
385.0,1717429531.8064883
387.42,1717429532.8127136
388.17,1717429533.8199763
382.17,1717429534.811841
374.87,1717429535.8169775
387.44,1717429536.8212364
386.77,1717429537.8165808
382.31,1717429538.8170197
388.22,1717429539.8118577
389.65,1717429540.813572
387.03,1717429541.82021
372.96,1717429542.8321693
382.96,1717429543.8245406
386.22,1717429544.8293686
387.62,1717429545.8358014
387.82,1717429546.8272228
370.17,1717429547.8368053
385.54,1717429548.830944
388.55,1717429549.899011
383.15,1717429550.8351467
384.39,1717429551.8309925
387.65,1717429552.8370118
376.33,1717429553.8981743
385.12,1717429554.8436582
387.53,1717429555.8393927
388.83,1717429556.8342266
384.15,1717429557.8398094
393.22,1717429558.8240175
200.14,1717429559.8259063
169.83,1717429560.8269951
238.77,1717429561.8272402
369.53,1717429562.8567052
398.1,1717429563.847056
401.41,1717429564.8360448
401.44,1717429565.8540883
399.74,1717429566.8566878
394.98,1717429567.8352656
390.56,1717429568.8388877
391.4,1717429569.8385072
388.69,1717429570.8428829
389.03,1717429571.8443644
388.73,1717429572.8470237
391.22,1717429573.846168
390.51,1717429574.847718
389.07,1717429575.8492582
365.3,1717429576.853596
390.29,1717429577.85265
390.74,1717429578.85289
391.72,1717429579.8531775
391.71,1717429580.851307
390.92,1717429581.8498569
366.76,1717429582.857987
388.53,1717429583.8558936
390.06,1717429584.8581443
391.19,1717429585.8578463
391.12,1717429586.8620055
390.36,1717429587.8572328
384.42,1717429588.8579946
387.24,1717429589.8618476
388.94,1717429590.8606918
274.22,1717429591.8579512
157.39,1717429592.8590474
159.71,1717429593.8601096
210.93,1717429594.8606985
363.78,1717429595.8867693
392.72,1717429596.8715286
391.07,1717429597.8645802
383.4,1717429598.8703163
378.33,1717429599.8706512
379.6,1717429600.872097
382.97,1717429601.873274
379.34,1717429602.873783
382.82,1717429603.8717034
382.39,1717429604.8739474
382.31,1717429605.8780065
379.64,1717429606.8773797
381.35,1717429607.878304
379.46,1717429608.8779542
381.08,1717429609.878318
379.58,1717429610.8818192
379.97,1717429611.8839555
382.63,1717429612.8832054
381.21,1717429613.8828216
383.28,1717429614.8843431
380.58,1717429615.8871346
379.19,1717429616.8875833
379.73,1717429617.8913891
287.22,1717429618.8847928
157.39,1717429619.886564
179.05,1717429620.887306
260.63,1717429621.9059055
296.26,1717429622.8900518
377.45,1717429624.0168054
395.44,1717429624.9967778
396.83,1717429625.9967613
399.25,1717429627.0066864
397.1,1717429627.9967399
397.46,1717429628.9779484
397.75,1717429629.986831
399.22,1717429631.016698
397.95,1717429632.0067518
399.91,1717429632.9367619
399.01,1717429633.9366844
397.62,1717429634.916673
398.8,1717429635.9667027
399.61,1717429637.0268104
400.01,1717429637.9688685
398.5,1717429638.9886737
399.15,1717429640.0266874
398.68,1717429640.9980655
397.79,1717429641.9966998
400.36,1717429642.9466574
395.42,1717429644.0079496
398.84,1717429644.998777
397.06,1717429645.9883924
394.22,1717429646.9867318
398.76,1717429648.0079873
399.65,1717429648.9968796
397.05,1717429649.966645
396.88,1717429651.036728
395.84,1717429651.9203205
395.02,1717429653.0183513
397.77,1717429654.0167522
400.79,1717429655.0084817
398.98,1717429655.9567258
396.46,1717429656.9983113
396.61,1717429657.9567485
396.56,1717429658.9867015
399.06,1717429659.9888885
397.67,1717429660.9967465
398.07,1717429662.0366843
398.79,1717429662.9867353
399.28,1717429663.9767306
400.36,1717429665.0471504
400.18,1717429666.017188
399.79,1717429666.9766595
399.17,1717429667.9766786
400.33,1717429669.0467806
399.35,1717429669.9766495
399.2,1717429670.9966567
400.61,1717429672.0367303
398.52,1717429673.046718
399.32,1717429673.9708743
398.4,1717429674.9867184
398.65,1717429676.037187
402.38,1717429677.0270612
398.3,1717429678.0376015
398.54,1717429678.9567065
397.41,1717429680.0467386
397.52,1717429681.0066836
397.28,1717429682.0285673
397.34,1717429682.9734347
397.45,1717429684.0367515
398.36,1717429684.9672132
398.15,1717429685.9766912
396.94,1717429686.9667122
395.13,1717429687.9709625
394.67,1717429689.036773
396.82,1717429690.0197268
395.32,1717429690.96611
395.26,1717429691.9669216
397.15,1717429692.9694946
396.73,1717429693.977136
390.09,1717429694.977956
391.1,1717429695.9804854
389.31,1717429696.9998884
391.39,1717429697.9765916
392.48,1717429698.9778268
392.28,1717429699.9825032
382.25,1717429700.9938436
386.9,1717429702.0456095
387.35,1717429702.9782972
389.08,1717429703.9870334
382.77,1717429704.9904678
385.24,1717429705.986115
390.53,1717429706.9879062
391.62,1717429708.0005653
390.06,1717429708.98702
388.97,1717429709.9967458
390.33,1717429710.9877868
385.52,1717429711.9949608
384.01,1717429712.9954264
371.58,1717429713.9958465
376.68,1717429715.000325
387.08,1717429715.990668
388.72,1717429717.0030038
388.08,1717429718.0016108
387.05,1717429719.0076199
389.57,1717429720.001107
389.49,1717429721.010131
390.33,1717429722.0198212
382.13,1717429723.01593
379.79,1717429724.0095234
388.25,1717429725.0056176
388.3,1717429726.0013843
385.74,1717429727.0054975
382.31,1717429727.9987738
391.17,1717429729.0177646
390.38,1717429730.0497916
379.53,1717429731.0147147
384.11,1717429732.019961
385.93,1717429733.0203536
384.22,1717429734.0269651
389.35,1717429735.0232346
387.15,1717429736.043111
386.47,1717429737.0281668
383.76,1717429738.0268636
384.14,1717429739.0289085
389.79,1717429740.069194
389.83,1717429741.0228267
390.44,1717429742.0296757
390.36,1717429743.036101
386.6,1717429744.02997
387.27,1717429745.0245428
390.69,1717429746.0356736
390.51,1717429747.027983
382.0,1717429748.0408144
384.01,1717429749.038036
385.69,1717429750.035524
389.63,1717429751.04998
385.14,1717429752.0399556
385.89,1717429753.0376506
388.95,1717429754.0445917
388.12,1717429755.0420477
383.49,1717429756.0467823
386.98,1717429757.0381174
382.81,1717429758.0434446
387.97,1717429759.0375352
390.46,1717429760.0474286
389.95,1717429761.0813742
383.5,1717429762.0572321
381.74,1717429763.0488667
379.6,1717429764.0375178
387.95,1717429765.0510502
390.11,1717429766.0453868
393.71,1717429767.0344613
389.66,1717429768.0950928
392.31,1717429769.05257
390.46,1717429770.0567255
390.91,1717429771.0480402
389.78,1717429772.0624604
390.49,1717429773.0696251
390.77,1717429774.0652547
393.5,1717429775.0566611
392.61,1717429776.0598302
392.67,1717429777.0590625
392.59,1717429778.060636
391.69,1717429779.063207
393.19,1717429780.0668113
388.55,1717429781.10982
385.35,1717429782.0742738
379.82,1717429783.0680382
378.65,1717429784.073197
378.68,1717429785.0745416
383.89,1717429786.0746744
379.36,1717429787.0554285
371.44,1717429788.0581388
367.79,1717429789.0610554
355.83,1717429790.0604181
343.57,1717429791.0605533
333.88,1717429792.0611718
331.07,1717429793.0618565
329.72,1717429794.0629547
316.12,1717429795.063874
261.79,1717429796.060315
236.34,1717429797.0613077
204.41,1717429798.0620062
182.79,1717429799.0621033
141.39,1717429800.0638483
164.56,1717429801.0651531
292.14,1717429802.0655334
370.17,1717429803.1581476
391.93,1717429804.1662648
392.1,1717429805.1366584
392.4,1717429806.1075351
398.71,1717429807.1766398
398.26,1717429808.116646
398.43,1717429809.1466584
399.02,1717429810.1170657
396.46,1717429811.1066525
397.26,1717429812.1588008
396.95,1717429813.1474826
395.18,1717429814.1367614
397.38,1717429815.1055021
397.58,1717429816.112115
397.39,1717429817.1783257
399.55,1717429818.1066606
397.19,1717429819.1767156
396.91,1717429820.1001353
394.35,1717429821.1627088
395.54,1717429822.1267815
397.36,1717429823.1776536
398.71,1717429824.1591449
399.87,1717429825.1366918
398.88,1717429826.1367016
398.54,1717429827.1660218
400.38,1717429828.1867628
398.1,1717429829.1698802
397.99,1717429830.2066908
398.14,1717429831.1466873
398.51,1717429832.1266687
396.83,1717429833.1170902
394.89,1717429834.099249
391.82,1717429835.1112392
389.85,1717429836.1128643
391.11,1717429837.115223
390.63,1717429838.1116045
388.81,1717429839.118338
390.82,1717429840.113948
382.95,1717429841.11525
389.44,1717429842.120082
386.7,1717429843.1209545
384.4,1717429844.1312795
378.67,1717429845.1368177
380.45,1717429846.1407285
383.88,1717429847.1275373
392.07,1717429848.123884
396.37,1717429849.1225429
395.66,1717429850.1201863
396.31,1717429851.1183538
397.04,1717429852.1195412
396.26,1717429853.1192882
391.15,1717429854.1265883
389.79,1717429855.1312742
385.8,1717429856.1319895
384.8,1717429857.1383364
385.34,1717429858.1401658
391.06,1717429859.145427
387.79,1717429860.1444287
389.86,1717429861.1444201
374.19,1717429862.1378431
388.73,1717429863.150476
387.61,1717429864.1449838
385.59,1717429865.1424193
385.62,1717429866.1494162
389.3,1717429867.1494544
389.22,1717429868.1532712
385.41,1717429869.1490874
390.47,1717429870.1406116
388.14,1717429871.1480105
378.04,1717429872.2170377
375.88,1717429873.1639156
381.43,1717429874.1668744
383.83,1717429875.1527066
385.66,1717429876.168454
387.23,1717429877.1605945
371.99,1717429878.1551864
386.51,1717429879.1591878
390.0,1717429880.162364
389.45,1717429881.1633215
389.97,1717429882.1688535
387.5,1717429883.1695943
391.17,1717429884.1657646
388.51,1717429885.172592
389.24,1717429886.1622925
389.34,1717429887.1749144
381.98,1717429888.1710243
388.93,1717429889.1701272
389.59,1717429890.1673183
378.08,1717429891.1575747
334.17,1717429892.1560504
186.51,1717429893.1570299
170.46,1717429894.1580124
285.63,1717429895.1587274
370.22,1717429896.162662
393.51,1717429897.2266998
398.96,1717429898.1866567
399.36,1717429899.1885626
399.92,1717429900.257698
399.13,1717429901.2066658
399.62,1717429902.1967902
398.04,1717429903.206664
400.58,1717429904.2166994
400.31,1717429905.2566414
399.98,1717429906.2379143
401.03,1717429907.2467234
399.15,1717429908.2368057
400.23,1717429909.2166488
398.8,1717429910.1866891
399.73,1717429911.2012308
398.89,1717429912.272715
399.54,1717429913.2576737
399.59,1717429914.246691
396.51,1717429915.2066278
395.24,1717429916.2266693
396.62,1717429917.1966453
398.92,1717429918.1921453
396.49,1717429919.1935277
395.32,1717429920.1908891
396.19,1717429921.1937218
394.52,1717429922.1917784
394.85,1717429923.1907861
389.13,1717429924.194217
388.91,1717429925.200777
388.22,1717429926.201324
379.73,1717429927.2173235
389.88,1717429928.211988
390.39,1717429929.209889
383.52,1717429930.2130117
390.18,1717429931.2086718
376.96,1717429932.2153056
386.36,1717429933.2149456
376.23,1717429934.2086163
375.76,1717429935.2171557
389.2,1717429936.2202878
378.08,1717429937.2112
387.9,1717429938.2087848
394.13,1717429939.2300017
389.73,1717429940.2146955
390.5,1717429941.2171922
394.13,1717429942.2150917
394.28,1717429943.211034
390.21,1717429944.2176192
385.66,1717429945.229912
387.95,1717429946.2293746
389.92,1717429947.2290957
390.63,1717429948.2322717
394.81,1717429949.2206528
394.12,1717429950.219087
390.32,1717429951.2273858
389.28,1717429952.2322946
390.29,1717429953.2294962
385.71,1717429954.2340813
389.48,1717429955.240927
390.37,1717429956.2302334
389.45,1717429957.288642
388.15,1717429958.2381806
396.21,1717429959.2338665
393.64,1717429960.2310133
395.2,1717429961.234816
392.6,1717429962.2377238
394.25,1717429963.2338574
364.11,1717429964.2346485
340.63,1717429965.2358599
310.35,1717429966.233821
212.57,1717429967.2318258
144.92,1717429968.2326453
158.83,1717429969.233922
240.14,1717429970.234667
366.54,1717429971.2403946
393.54,1717429972.2767363
397.92,1717429973.2666678
398.82,1717429974.2499764
399.86,1717429975.286667
398.3,1717429976.2767873
396.41,1717429977.2476425
401.44,1717429978.2666543
404.21,1717429979.2866461
396.47,1717429980.2435088
401.83,1717429981.2782433
396.27,1717429982.2527092
393.49,1717429983.2533617
392.88,1717429984.2544425
368.49,1717429985.258244
389.48,1717429986.2537644
392.44,1717429987.2598882
392.0,1717429988.2612
390.26,1717429989.2632189
392.04,1717429990.2615066
392.19,1717429991.262938
388.3,1717429992.2658699
375.64,1717429993.2679496
369.4,1717429994.2678597
375.84,1717429995.2695384
376.25,1717429996.2641537
390.79,1717429997.2694206
393.65,1717429998.268908
391.63,1717429999.2676048
391.87,1717430000.2719784
368.3,1717430001.2738125
368.61,1717430002.2745306
390.48,1717430003.275642
393.35,1717430004.273905
392.89,1717430005.2765994
392.05,1717430006.2797031
391.78,1717430007.277193
257.38,1717430008.2740314
153.43,1717430009.2758331
156.81,1717430010.276659
212.86,1717430011.2771525
354.7,1717430012.2980654
397.41,1717430013.2877145
397.88,1717430014.2791038
397.45,1717430015.2894878
401.57,1717430016.301118
399.41,1717430017.2905107
394.37,1717430018.2881594
384.42,1717430019.2893465
385.78,1717430020.2894268
382.51,1717430021.291432
384.06,1717430022.2929149
385.4,1717430023.295808
383.26,1717430024.2956126
384.82,1717430025.2992666
387.05,1717430026.2987525
384.32,1717430027.3001912
385.75,1717430028.3002107
385.25,1717430029.3012576
387.19,1717430030.301824
385.26,1717430031.3025193
385.49,1717430032.302943
386.74,1717430033.3043103
380.42,1717430034.3679914
384.96,1717430035.3085675
383.14,1717430036.3090513
383.3,1717430037.3108232
385.42,1717430038.308905
384.66,1717430039.3128052
205.93,1717430040.3074183
183.9,1717430041.3081708
234.71,1717430042.3097994
306.17,1717430043.313012
377.69,1717430044.4368262
394.15,1717430045.3988338
395.95,1717430046.3881707
396.61,1717430047.4266562
393.69,1717430048.3379045
392.22,1717430049.436685
398.55,1717430050.416831
398.19,1717430051.3866484
398.06,1717430052.3770807
395.62,1717430053.4366677
391.01,1717430054.3431258
395.16,1717430055.3976505
396.32,1717430056.3771698
398.5,1717430057.3766727
395.22,1717430058.427676
396.13,1717430059.3452907
390.74,1717430060.3967695
394.68,1717430061.4268203
396.8,1717430062.4180017
397.46,1717430063.4066677
396.16,1717430064.4366643
397.11,1717430065.3867466
395.31,1717430066.3967562
396.98,1717430067.3867543
397.64,1717430068.4567397
396.64,1717430069.4566948
397.0,1717430070.4566648
395.92,1717430071.4282012
394.31,1717430072.4286256
394.95,1717430073.3967352
395.9,1717430074.416673
398.15,1717430075.4281018
398.27,1717430076.4367394
397.17,1717430077.4467204
397.46,1717430078.4067304
395.87,1717430079.417173
398.37,1717430080.4367309
398.55,1717430081.3770509
397.07,1717430082.396628
394.76,1717430083.4384181
394.18,1717430084.4268491
400.6,1717430085.386693
399.02,1717430086.4080312
397.93,1717430087.456667
398.22,1717430088.466687
397.39,1717430089.4267664
396.25,1717430090.4385455
397.9,1717430091.458139
397.44,1717430092.4285686
396.63,1717430093.467327
397.63,1717430094.4579623
398.73,1717430095.4566972
396.53,1717430096.4673045
390.94,1717430097.4711492
397.32,1717430098.444145
398.94,1717430099.4679434
397.7,1717430100.4571886
398.12,1717430101.4575977
396.85,1717430102.3974535
398.87,1717430103.4466915
398.11,1717430104.4167624
399.18,1717430105.3979223
396.82,1717430106.4767513
396.98,1717430107.4588683
399.73,1717430108.4772346
398.55,1717430109.4276981
398.95,1717430110.4966578
397.48,1717430111.4767
397.5,1717430112.4486024
398.62,1717430113.4667315
399.1,1717430114.4766953
397.64,1717430115.4582598
397.99,1717430116.4767976
397.23,1717430117.456697
397.51,1717430118.446718
397.12,1717430119.4670517
394.79,1717430120.480917
399.41,1717430121.4267485
399.06,1717430122.4518209
400.3,1717430123.476699
398.34,1717430124.446739
398.54,1717430125.4785254
397.4,1717430126.3970346
392.97,1717430127.478004
397.54,1717430128.4666994
399.47,1717430129.4067407
396.35,1717430130.496664
396.87,1717430131.5167048
399.78,1717430132.4481401
399.3,1717430133.4884748
398.81,1717430134.4881854
397.94,1717430135.476664
394.51,1717430136.4167483
396.15,1717430137.506723
398.96,1717430138.4968638
399.96,1717430139.4466562
399.01,1717430140.5066779
397.93,1717430141.4367335
395.85,1717430142.4468305
393.51,1717430143.498742
397.89,1717430144.4783914
397.43,1717430145.45666
400.7,1717430146.4667463
394.57,1717430147.4778283
398.3,1717430148.496753
399.73,1717430149.446681
398.73,1717430150.4467022
398.25,1717430151.5079188
393.79,1717430152.4982715
393.46,1717430153.5268471
400.3,1717430154.506729
398.36,1717430155.497117
398.02,1717430156.5268178
397.81,1717430157.487402
398.97,1717430158.4367137
398.25,1717430159.5367332
397.89,1717430160.4982574
398.95,1717430161.5076725
397.86,1717430162.4456766
396.44,1717430163.4881804
397.44,1717430164.4967124
398.71,1717430165.4571013
397.15,1717430166.5367393
398.73,1717430167.5167203
398.23,1717430168.5066538
398.1,1717430169.5267823
396.77,1717430170.4567447
397.99,1717430171.536742
398.02,1717430172.5066526
394.87,1717430173.5180197
397.76,1717430174.5379815
398.2,1717430175.5283895
398.67,1717430176.4866867
399.35,1717430177.5166576
394.96,1717430178.4892905
394.25,1717430179.5367227
395.57,1717430180.4574695
394.89,1717430181.5204697
395.96,1717430182.4679406
395.93,1717430183.4683459
393.6,1717430184.4532907
393.38,1717430185.4736278
395.14,1717430186.471368
394.09,1717430187.4701192
394.14,1717430188.4673486
392.59,1717430189.485385
395.95,1717430190.4714017
393.2,1717430191.4583557
391.82,1717430192.4706488
392.86,1717430193.4608958
395.25,1717430194.466752
395.24,1717430195.473151
394.3,1717430196.4739501
391.66,1717430197.4843533
391.88,1717430198.4703934
393.19,1717430199.4660726
394.21,1717430200.4720683
391.42,1717430201.5226064
394.05,1717430202.4778426
395.18,1717430203.466652
394.65,1717430204.4767172
392.33,1717430205.485687
392.14,1717430206.4890974
391.87,1717430207.4950335
392.61,1717430208.4839876
391.03,1717430209.4868996
390.81,1717430210.48174
393.45,1717430211.4867308
392.04,1717430212.4867835
391.55,1717430213.5082824
392.52,1717430214.5294766
389.0,1717430215.4900215
391.63,1717430216.481877
390.57,1717430217.4864955
389.36,1717430218.504347
390.9,1717430219.4897885
391.85,1717430220.5007122
391.54,1717430221.4987116
390.27,1717430222.5048666
392.47,1717430223.4981859
390.94,1717430224.4989362
391.26,1717430225.5129614
391.64,1717430226.540365
393.47,1717430227.4975224
392.97,1717430228.5078645
394.44,1717430229.506156
389.9,1717430230.5106473
392.0,1717430231.5087736
391.36,1717430232.5094974
390.89,1717430233.5056252
392.01,1717430234.5066798
392.14,1717430235.5167234
391.11,1717430236.5447211
392.62,1717430237.517468
391.88,1717430238.5082555
390.78,1717430239.5031486
393.06,1717430240.5095718
390.23,1717430241.5155056
392.14,1717430242.50832
389.5,1717430243.5267282
391.45,1717430244.5111632
390.44,1717430245.52018
390.02,1717430246.5173118
389.87,1717430247.533043
393.66,1717430248.5405905
392.15,1717430249.5273967
390.95,1717430250.5266933
391.12,1717430251.5342727
390.17,1717430252.532479
388.63,1717430253.526904
391.15,1717430254.531363
390.69,1717430255.5477464
389.6,1717430256.5316682
391.6,1717430257.5469213
390.32,1717430258.545704
389.99,1717430259.5417802
390.05,1717430260.5267239
390.72,1717430261.5461724
390.37,1717430262.5347948
387.86,1717430263.5382717
390.83,1717430264.528105
390.87,1717430265.5351698
390.47,1717430266.5463862
389.68,1717430267.5370488
390.07,1717430268.5418184
389.52,1717430269.5526292
389.27,1717430270.530598
393.97,1717430271.5480125
392.3,1717430272.5418904
392.31,1717430273.5468078
393.17,1717430274.5566819
393.43,1717430275.546183
390.68,1717430276.5497844
391.78,1717430277.5560648
388.4,1717430278.5569742
391.93,1717430279.552682
389.76,1717430280.561777
390.28,1717430281.5655603
392.01,1717430282.5594301
391.92,1717430283.549393
393.84,1717430284.5572278
393.59,1717430285.5667171
390.1,1717430286.5773008
390.64,1717430287.5667095
390.65,1717430288.5767257
393.14,1717430289.5742915
390.51,1717430290.5649736
391.69,1717430291.5846899
390.7,1717430292.5736449
392.27,1717430293.563055
391.17,1717430294.5676634
391.87,1717430295.5629067
390.26,1717430296.5679047
392.92,1717430297.585331
392.75,1717430298.5667334
393.46,1717430299.5672832
394.61,1717430300.5767415
391.75,1717430301.575834
393.28,1717430302.5773098
391.86,1717430303.5909722
390.58,1717430304.5783353
389.33,1717430305.6134605
389.04,1717430306.5821443
390.83,1717430307.5900004
392.39,1717430308.5670707
391.98,1717430309.5830014
388.85,1717430310.5977976
393.29,1717430311.5946126
392.19,1717430312.597649
391.36,1717430313.5931282
391.8,1717430314.5829525
392.03,1717430315.627882
